arg:  ['/var/spool/slurm/d/job02595/slurm_script']
/home/dsk2v/PointCloud/BodyScan/FirstWorkingDraft/DataLoader/../../../Data/3dbsf_txt/
/home/dsk2v/PointCloud/Data/3dbsf_txt
The minimum number of lines among all files: 51177
The maximum number of lines among all files: 63051
/home/dsk2v/PointCloud/BodyScan/FirstWorkingDraft/DataLoader/../../../Data/3dbsf_txt/

------ True

device cuda 

validation_data 10200
The digit is a 14
The digit is a 14
train num batches 19
val num batches 19
The digit is a tensor(67)
The digit is a tensor(35)
*************** New model ***************

Epoch [1/250], Progress: 1/19, Train Loss: 4.2442, Train Accuracy: 0.0000
Epoch [1/250], Progress: 2/19, Train Loss: 4.8589, Train Accuracy: 0.0000
Epoch [1/250], Progress: 3/19, Train Loss: 4.2058, Train Accuracy: 0.0000
Epoch [1/250], Progress: 4/19, Train Loss: 5.1074, Train Accuracy: 0.0000
Epoch [1/250], Progress: 5/19, Train Loss: 4.0037, Train Accuracy: 0.0000
Epoch [1/250], Progress: 6/19, Train Loss: 4.6582, Train Accuracy: 0.0000
Epoch [1/250], Progress: 7/19, Train Loss: 4.3635, Train Accuracy: 0.0000
Epoch [1/250], Progress: 8/19, Train Loss: 4.7885, Train Accuracy: 0.0000
Epoch [1/250], Progress: 9/19, Train Loss: 4.3379, Train Accuracy: 0.2500
Epoch [1/250], Progress: 10/19, Train Loss: 5.0787, Train Accuracy: 0.0000
Epoch [1/250], Progress: 11/19, Train Loss: 4.9575, Train Accuracy: 0.0000
Epoch [1/250], Progress: 12/19, Train Loss: 4.5027, Train Accuracy: 0.0000
Epoch [1/250], Progress: 13/19, Train Loss: 4.8861, Train Accuracy: 0.0000
Epoch [1/250], Progress: 14/19, Train Loss: 4.6515, Train Accuracy: 0.0000
Epoch [1/250], Progress: 15/19, Train Loss: 4.2376, Train Accuracy: 0.0000
Epoch [1/250], Progress: 16/19, Train Loss: 5.0381, Train Accuracy: 0.0000
Epoch [1/250], Progress: 17/19, Train Loss: 4.6596, Train Accuracy: 0.0000
Epoch [1/250], Progress: 18/19, Train Loss: 5.1022, Train Accuracy: 0.0000
Epoch [1/250], Progress: 19/19, Train Loss: 5.5875, Train Accuracy: 0.0000
Epoch [1/250], Train Loss: 5.5875, Train Accuracy: 0.0133, Validation Loss: 4.4952, Validation Accuracy: 0.0166

Epoch [2/250], Progress: 1/19, Train Loss: 5.0631, Train Accuracy: 0.0000
Epoch [2/250], Progress: 2/19, Train Loss: 4.5892, Train Accuracy: 0.0000
Epoch [2/250], Progress: 3/19, Train Loss: 4.4690, Train Accuracy: 0.0000
Epoch [2/250], Progress: 4/19, Train Loss: 4.1894, Train Accuracy: 0.0000
Epoch [2/250], Progress: 5/19, Train Loss: 4.7372, Train Accuracy: 0.0000
Epoch [2/250], Progress: 6/19, Train Loss: 4.3159, Train Accuracy: 0.0000
Epoch [2/250], Progress: 7/19, Train Loss: 4.6080, Train Accuracy: 0.0000
Epoch [2/250], Progress: 8/19, Train Loss: 4.1686, Train Accuracy: 0.0000
Epoch [2/250], Progress: 9/19, Train Loss: 4.1199, Train Accuracy: 0.0000
Epoch [2/250], Progress: 10/19, Train Loss: 4.6363, Train Accuracy: 0.0000
Epoch [2/250], Progress: 11/19, Train Loss: 4.6436, Train Accuracy: 0.0000
Epoch [2/250], Progress: 12/19, Train Loss: 4.5830, Train Accuracy: 0.0000
Epoch [2/250], Progress: 13/19, Train Loss: 4.2583, Train Accuracy: 0.0000
Epoch [2/250], Progress: 14/19, Train Loss: 4.2982, Train Accuracy: 0.2500
Epoch [2/250], Progress: 15/19, Train Loss: 4.5424, Train Accuracy: 0.0000
Epoch [2/250], Progress: 16/19, Train Loss: 4.8042, Train Accuracy: 0.0000
Epoch [2/250], Progress: 17/19, Train Loss: 4.3003, Train Accuracy: 0.0000
Epoch [2/250], Progress: 18/19, Train Loss: 4.2314, Train Accuracy: 0.0000
Epoch [2/250], Progress: 19/19, Train Loss: 4.5827, Train Accuracy: 0.0000
Epoch [2/250], Train Loss: 4.5827, Train Accuracy: 0.0133, Validation Loss: 4.4127, Validation Accuracy: 0.0226

Epoch [3/250], Progress: 1/19, Train Loss: 4.1541, Train Accuracy: 0.0000
Epoch [3/250], Progress: 2/19, Train Loss: 4.5832, Train Accuracy: 0.0000
Epoch [3/250], Progress: 3/19, Train Loss: 4.2486, Train Accuracy: 0.0000
Epoch [3/250], Progress: 4/19, Train Loss: 4.0560, Train Accuracy: 0.0000
Epoch [3/250], Progress: 5/19, Train Loss: 4.4155, Train Accuracy: 0.0000
Epoch [3/250], Progress: 6/19, Train Loss: 4.7255, Train Accuracy: 0.0000
Epoch [3/250], Progress: 7/19, Train Loss: 4.3739, Train Accuracy: 0.0000
Epoch [3/250], Progress: 8/19, Train Loss: 4.3570, Train Accuracy: 0.0000
Epoch [3/250], Progress: 9/19, Train Loss: 4.7428, Train Accuracy: 0.0000
Epoch [3/250], Progress: 10/19, Train Loss: 4.5824, Train Accuracy: 0.0000
Epoch [3/250], Progress: 11/19, Train Loss: 4.4393, Train Accuracy: 0.0000
Epoch [3/250], Progress: 12/19, Train Loss: 4.4123, Train Accuracy: 0.0000
Epoch [3/250], Progress: 13/19, Train Loss: 4.2850, Train Accuracy: 0.0000
Epoch [3/250], Progress: 14/19, Train Loss: 4.7012, Train Accuracy: 0.0000
Epoch [3/250], Progress: 15/19, Train Loss: 4.6130, Train Accuracy: 0.0000
Epoch [3/250], Progress: 16/19, Train Loss: 4.3034, Train Accuracy: 0.0000
Epoch [3/250], Progress: 17/19, Train Loss: 4.7476, Train Accuracy: 0.0000
Epoch [3/250], Progress: 18/19, Train Loss: 4.7324, Train Accuracy: 0.0000
Epoch [3/250], Progress: 19/19, Train Loss: 4.3035, Train Accuracy: 0.0000
Epoch [3/250], Train Loss: 4.3035, Train Accuracy: 0.0000, Validation Loss: 4.3779, Validation Accuracy: 0.0082

Epoch [4/250], Progress: 1/19, Train Loss: 4.3208, Train Accuracy: 0.0000
Epoch [4/250], Progress: 2/19, Train Loss: 4.5152, Train Accuracy: 0.0000
Epoch [4/250], Progress: 3/19, Train Loss: 4.2719, Train Accuracy: 0.0000
Epoch [4/250], Progress: 4/19, Train Loss: 4.3144, Train Accuracy: 0.0000
Epoch [4/250], Progress: 5/19, Train Loss: 4.4510, Train Accuracy: 0.0000
Epoch [4/250], Progress: 6/19, Train Loss: 4.4180, Train Accuracy: 0.0000
Epoch [4/250], Progress: 7/19, Train Loss: 4.6800, Train Accuracy: 0.0000
Epoch [4/250], Progress: 8/19, Train Loss: 4.3318, Train Accuracy: 0.0000
Epoch [4/250], Progress: 9/19, Train Loss: 4.4590, Train Accuracy: 0.0000
Epoch [4/250], Progress: 10/19, Train Loss: 4.2874, Train Accuracy: 0.0000
Epoch [4/250], Progress: 11/19, Train Loss: 4.2680, Train Accuracy: 0.0000
Epoch [4/250], Progress: 12/19, Train Loss: 4.4839, Train Accuracy: 0.0000
Epoch [4/250], Progress: 13/19, Train Loss: 4.2375, Train Accuracy: 0.0000
Epoch [4/250], Progress: 14/19, Train Loss: 4.6840, Train Accuracy: 0.0000
Epoch [4/250], Progress: 15/19, Train Loss: 4.2922, Train Accuracy: 0.0000
Epoch [4/250], Progress: 16/19, Train Loss: 4.7136, Train Accuracy: 0.0000
Epoch [4/250], Progress: 17/19, Train Loss: 4.2672, Train Accuracy: 0.0000
Epoch [4/250], Progress: 18/19, Train Loss: 4.3877, Train Accuracy: 0.0000
Epoch [4/250], Progress: 19/19, Train Loss: 4.4869, Train Accuracy: 0.0000
Epoch [4/250], Train Loss: 4.4869, Train Accuracy: 0.0000, Validation Loss: 4.3498, Validation Accuracy: 0.0048

Epoch [5/250], Progress: 1/19, Train Loss: 4.2644, Train Accuracy: 0.0000
Epoch [5/250], Progress: 2/19, Train Loss: 4.1755, Train Accuracy: 0.0000
Epoch [5/250], Progress: 3/19, Train Loss: 4.4218, Train Accuracy: 0.0000
Epoch [5/250], Progress: 4/19, Train Loss: 4.4393, Train Accuracy: 0.0000
Epoch [5/250], Progress: 5/19, Train Loss: 4.2517, Train Accuracy: 0.0000
Epoch [5/250], Progress: 6/19, Train Loss: 4.3435, Train Accuracy: 0.0000
Epoch [5/250], Progress: 7/19, Train Loss: 4.5837, Train Accuracy: 0.0000
Epoch [5/250], Progress: 8/19, Train Loss: 4.3885, Train Accuracy: 0.0000
Epoch [5/250], Progress: 9/19, Train Loss: 4.7804, Train Accuracy: 0.0000
Epoch [5/250], Progress: 10/19, Train Loss: 4.2860, Train Accuracy: 0.2500
Epoch [5/250], Progress: 11/19, Train Loss: 4.3775, Train Accuracy: 0.0000
Epoch [5/250], Progress: 12/19, Train Loss: 4.5585, Train Accuracy: 0.0000
Epoch [5/250], Progress: 13/19, Train Loss: 4.4080, Train Accuracy: 0.0000
Epoch [5/250], Progress: 14/19, Train Loss: 4.4223, Train Accuracy: 0.0000
Epoch [5/250], Progress: 15/19, Train Loss: 4.4346, Train Accuracy: 0.0000
Epoch [5/250], Progress: 16/19, Train Loss: 4.2806, Train Accuracy: 0.0000
Epoch [5/250], Progress: 17/19, Train Loss: 4.3568, Train Accuracy: 0.0000
Epoch [5/250], Progress: 18/19, Train Loss: 4.3937, Train Accuracy: 0.0000
Epoch [5/250], Progress: 19/19, Train Loss: 4.2429, Train Accuracy: 0.0000
Epoch [5/250], Train Loss: 4.2429, Train Accuracy: 0.0133, Validation Loss: 4.3422, Validation Accuracy: 0.0270

Epoch [6/250], Progress: 1/19, Train Loss: 4.2271, Train Accuracy: 0.0000
Epoch [6/250], Progress: 2/19, Train Loss: 4.3745, Train Accuracy: 0.0000
Epoch [6/250], Progress: 3/19, Train Loss: 4.4379, Train Accuracy: 0.0000
Epoch [6/250], Progress: 4/19, Train Loss: 4.2708, Train Accuracy: 0.0000
Epoch [6/250], Progress: 5/19, Train Loss: 4.4585, Train Accuracy: 0.0000
Epoch [6/250], Progress: 6/19, Train Loss: 4.2483, Train Accuracy: 0.0000
Epoch [6/250], Progress: 7/19, Train Loss: 4.3487, Train Accuracy: 0.0000
Epoch [6/250], Progress: 8/19, Train Loss: 4.2025, Train Accuracy: 0.0000
Epoch [6/250], Progress: 9/19, Train Loss: 4.1774, Train Accuracy: 0.0000
Epoch [6/250], Progress: 10/19, Train Loss: 4.3168, Train Accuracy: 0.0000
Epoch [6/250], Progress: 11/19, Train Loss: 4.3541, Train Accuracy: 0.0000
Epoch [6/250], Progress: 12/19, Train Loss: 4.3687, Train Accuracy: 0.0000
Epoch [6/250], Progress: 13/19, Train Loss: 4.4532, Train Accuracy: 0.0000
Epoch [6/250], Progress: 14/19, Train Loss: 4.3302, Train Accuracy: 0.0000
Epoch [6/250], Progress: 15/19, Train Loss: 4.3774, Train Accuracy: 0.0000
Epoch [6/250], Progress: 16/19, Train Loss: 4.4358, Train Accuracy: 0.0000
Epoch [6/250], Progress: 17/19, Train Loss: 4.8000, Train Accuracy: 0.0000
Epoch [6/250], Progress: 18/19, Train Loss: 4.5397, Train Accuracy: 0.0000
Epoch [6/250], Progress: 19/19, Train Loss: 4.6430, Train Accuracy: 0.0000
Epoch [6/250], Train Loss: 4.6430, Train Accuracy: 0.0000, Validation Loss: 4.3395, Validation Accuracy: 0.0070

Epoch [7/250], Progress: 1/19, Train Loss: 4.5054, Train Accuracy: 0.0000
Epoch [7/250], Progress: 2/19, Train Loss: 4.2883, Train Accuracy: 0.0000
Epoch [7/250], Progress: 3/19, Train Loss: 4.3388, Train Accuracy: 0.0000
Epoch [7/250], Progress: 4/19, Train Loss: 4.2843, Train Accuracy: 0.0000
Epoch [7/250], Progress: 5/19, Train Loss: 4.4008, Train Accuracy: 0.0000
Epoch [7/250], Progress: 6/19, Train Loss: 4.2143, Train Accuracy: 0.0000
Epoch [7/250], Progress: 7/19, Train Loss: 4.2232, Train Accuracy: 0.0000
Epoch [7/250], Progress: 8/19, Train Loss: 4.2447, Train Accuracy: 0.0000
Epoch [7/250], Progress: 9/19, Train Loss: 4.4216, Train Accuracy: 0.0000
Epoch [7/250], Progress: 10/19, Train Loss: 4.4457, Train Accuracy: 0.0000
Epoch [7/250], Progress: 11/19, Train Loss: 4.4256, Train Accuracy: 0.0000
Epoch [7/250], Progress: 12/19, Train Loss: 4.3449, Train Accuracy: 0.0000
Epoch [7/250], Progress: 13/19, Train Loss: 4.4142, Train Accuracy: 0.0000
Epoch [7/250], Progress: 14/19, Train Loss: 4.2559, Train Accuracy: 0.0000
Epoch [7/250], Progress: 15/19, Train Loss: 4.4720, Train Accuracy: 0.0000
Epoch [7/250], Progress: 16/19, Train Loss: 4.5205, Train Accuracy: 0.0000
Epoch [7/250], Progress: 17/19, Train Loss: 4.2635, Train Accuracy: 0.0000
Epoch [7/250], Progress: 18/19, Train Loss: 4.3951, Train Accuracy: 0.0000
Epoch [7/250], Progress: 19/19, Train Loss: 4.4079, Train Accuracy: 0.0000
Epoch [7/250], Train Loss: 4.4079, Train Accuracy: 0.0000, Validation Loss: 4.3297, Validation Accuracy: 0.0014

Epoch [8/250], Progress: 1/19, Train Loss: 4.4441, Train Accuracy: 0.0000
Epoch [8/250], Progress: 2/19, Train Loss: 4.3565, Train Accuracy: 0.0000
Epoch [8/250], Progress: 3/19, Train Loss: 4.1726, Train Accuracy: 0.0000
Epoch [8/250], Progress: 4/19, Train Loss: 4.3444, Train Accuracy: 0.0000
Epoch [8/250], Progress: 5/19, Train Loss: 4.3754, Train Accuracy: 0.2500
Epoch [8/250], Progress: 6/19, Train Loss: 4.2234, Train Accuracy: 0.0000
Epoch [8/250], Progress: 7/19, Train Loss: 4.3365, Train Accuracy: 0.0000
Epoch [8/250], Progress: 8/19, Train Loss: 4.3497, Train Accuracy: 0.0000
Epoch [8/250], Progress: 9/19, Train Loss: 4.2924, Train Accuracy: 0.0000
Epoch [8/250], Progress: 10/19, Train Loss: 4.2607, Train Accuracy: 0.0000
Epoch [8/250], Progress: 11/19, Train Loss: 4.4877, Train Accuracy: 0.0000
Epoch [8/250], Progress: 12/19, Train Loss: 4.3844, Train Accuracy: 0.0000
Epoch [8/250], Progress: 13/19, Train Loss: 4.3833, Train Accuracy: 0.0000
Epoch [8/250], Progress: 14/19, Train Loss: 4.4085, Train Accuracy: 0.0000
Epoch [8/250], Progress: 15/19, Train Loss: 4.4118, Train Accuracy: 0.0000
Epoch [8/250], Progress: 16/19, Train Loss: 4.4837, Train Accuracy: 0.0000
Epoch [8/250], Progress: 17/19, Train Loss: 4.5948, Train Accuracy: 0.0000
Epoch [8/250], Progress: 18/19, Train Loss: 4.2687, Train Accuracy: 0.0000
Epoch [8/250], Progress: 19/19, Train Loss: 4.3445, Train Accuracy: 0.0000
Epoch [8/250], Train Loss: 4.3445, Train Accuracy: 0.0133, Validation Loss: 4.3269, Validation Accuracy: 0.0059

Epoch [9/250], Progress: 1/19, Train Loss: 4.5264, Train Accuracy: 0.0000
Epoch [9/250], Progress: 2/19, Train Loss: 4.4343, Train Accuracy: 0.0000
Epoch [9/250], Progress: 3/19, Train Loss: 4.4518, Train Accuracy: 0.0000
Epoch [9/250], Progress: 4/19, Train Loss: 4.4261, Train Accuracy: 0.0000
Epoch [9/250], Progress: 5/19, Train Loss: 4.3252, Train Accuracy: 0.0000
Epoch [9/250], Progress: 6/19, Train Loss: 4.2602, Train Accuracy: 0.0000
Epoch [9/250], Progress: 7/19, Train Loss: 4.3337, Train Accuracy: 0.0000
Epoch [9/250], Progress: 8/19, Train Loss: 4.3757, Train Accuracy: 0.0000
Epoch [9/250], Progress: 9/19, Train Loss: 4.3133, Train Accuracy: 0.0000
Epoch [9/250], Progress: 10/19, Train Loss: 4.1987, Train Accuracy: 0.0000
Epoch [9/250], Progress: 11/19, Train Loss: 4.3591, Train Accuracy: 0.0000
Epoch [9/250], Progress: 12/19, Train Loss: 4.2781, Train Accuracy: 0.0000
Epoch [9/250], Progress: 13/19, Train Loss: 4.3093, Train Accuracy: 0.0000
Epoch [9/250], Progress: 14/19, Train Loss: 4.2423, Train Accuracy: 0.0000
Epoch [9/250], Progress: 15/19, Train Loss: 4.3185, Train Accuracy: 0.0000
