arg:  ['/var/spool/slurm/d/job02974/slurm_script']
/home/dsk2v/PointCloud/BodyScan/FirstWorkingDraft/DataLoader/../../../Data/3dbsf_txt/
/home/dsk2v/PointCloud/Data/3dbsf_txt
The minimum number of lines among all files: 51177
The maximum number of lines among all files: 63051
/home/dsk2v/PointCloud/BodyScan/FirstWorkingDraft/DataLoader/../../../Data/3dbsf_txt/

------ True

device cuda 

validation_data 10200
The digit is a 14
The digit is a 14
train num batches 19
val num batches 19
The digit is a tensor(54)
The digit is a tensor(4)
*************** New model ***************
Details: embed_dim = 64 num_heads = 16 num_induce = 128 stack = 3 dropout = 0.05 batch_size = 4 subsample_size = 8000

Epoch [1/250], Progress: 1/19, Train Loss: 4.4491, Train Accuracy: 0.0000
Epoch [1/250], Progress: 2/19, Train Loss: 4.4442, Train Accuracy: 0.0000
Epoch [1/250], Progress: 3/19, Train Loss: 4.6969, Train Accuracy: 0.0000
Epoch [1/250], Progress: 4/19, Train Loss: 4.6800, Train Accuracy: 0.0000
Epoch [1/250], Progress: 5/19, Train Loss: 4.5116, Train Accuracy: 0.0000
Epoch [1/250], Progress: 6/19, Train Loss: 4.7268, Train Accuracy: 0.0000
Epoch [1/250], Progress: 7/19, Train Loss: 4.9081, Train Accuracy: 0.0000
Epoch [1/250], Progress: 8/19, Train Loss: 4.6971, Train Accuracy: 0.0000
Epoch [1/250], Progress: 9/19, Train Loss: 4.7860, Train Accuracy: 0.0000
Epoch [1/250], Progress: 10/19, Train Loss: 4.7141, Train Accuracy: 0.0000
Epoch [1/250], Progress: 11/19, Train Loss: 4.6008, Train Accuracy: 0.0000
Epoch [1/250], Progress: 12/19, Train Loss: 4.4948, Train Accuracy: 0.0000
Epoch [1/250], Progress: 13/19, Train Loss: 4.5342, Train Accuracy: 0.0000
Epoch [1/250], Progress: 14/19, Train Loss: 4.8114, Train Accuracy: 0.0000
Epoch [1/250], Progress: 15/19, Train Loss: 4.6362, Train Accuracy: 0.0000
Epoch [1/250], Progress: 16/19, Train Loss: 4.8768, Train Accuracy: 0.0000
Epoch [1/250], Progress: 17/19, Train Loss: 4.7752, Train Accuracy: 0.0000
Epoch [1/250], Progress: 18/19, Train Loss: 5.4364, Train Accuracy: 0.0000
Epoch [1/250], Progress: 19/19, Train Loss: 4.6423, Train Accuracy: 0.0000
Epoch [1/250], Train Loss: 4.7064, Train Accuracy: 0.0000, Validation Loss: 4.4052, Validation Accuracy: 0.0133

Epoch [2/250], Progress: 1/19, Train Loss: 4.5967, Train Accuracy: 0.0000
Epoch [2/250], Progress: 2/19, Train Loss: 4.4001, Train Accuracy: 0.0000
Epoch [2/250], Progress: 3/19, Train Loss: 4.2433, Train Accuracy: 0.0000
Epoch [2/250], Progress: 4/19, Train Loss: 4.3891, Train Accuracy: 0.0000
Epoch [2/250], Progress: 5/19, Train Loss: 4.2631, Train Accuracy: 0.0000
Epoch [2/250], Progress: 6/19, Train Loss: 4.8502, Train Accuracy: 0.0000
Epoch [2/250], Progress: 7/19, Train Loss: 4.4141, Train Accuracy: 0.0000
Epoch [2/250], Progress: 8/19, Train Loss: 4.2646, Train Accuracy: 0.0000
Epoch [2/250], Progress: 9/19, Train Loss: 4.3955, Train Accuracy: 0.0000
Epoch [2/250], Progress: 10/19, Train Loss: 4.6668, Train Accuracy: 0.0000
Epoch [2/250], Progress: 11/19, Train Loss: 4.4964, Train Accuracy: 0.0000
Epoch [2/250], Progress: 12/19, Train Loss: 4.2625, Train Accuracy: 0.0000
Epoch [2/250], Progress: 13/19, Train Loss: 4.4785, Train Accuracy: 0.0000
Epoch [2/250], Progress: 14/19, Train Loss: 4.2100, Train Accuracy: 0.0000
Epoch [2/250], Progress: 15/19, Train Loss: 4.4312, Train Accuracy: 0.0000
Epoch [2/250], Progress: 16/19, Train Loss: 4.5831, Train Accuracy: 0.0000
Epoch [2/250], Progress: 17/19, Train Loss: 4.4135, Train Accuracy: 0.0000
Epoch [2/250], Progress: 18/19, Train Loss: 4.5110, Train Accuracy: 0.0000
Epoch [2/250], Progress: 19/19, Train Loss: 4.3899, Train Accuracy: 0.0000
Epoch [2/250], Train Loss: 4.4347, Train Accuracy: 0.0000, Validation Loss: 4.3472, Validation Accuracy: 0.0133

Epoch [3/250], Progress: 1/19, Train Loss: 4.3980, Train Accuracy: 0.0000
Epoch [3/250], Progress: 2/19, Train Loss: 4.5479, Train Accuracy: 0.0000
Epoch [3/250], Progress: 3/19, Train Loss: 4.3775, Train Accuracy: 0.0000
Epoch [3/250], Progress: 4/19, Train Loss: 4.2843, Train Accuracy: 0.0000
Epoch [3/250], Progress: 5/19, Train Loss: 4.2971, Train Accuracy: 0.0000
Epoch [3/250], Progress: 6/19, Train Loss: 4.2333, Train Accuracy: 0.0000
Epoch [3/250], Progress: 7/19, Train Loss: 4.4195, Train Accuracy: 0.0000
Epoch [3/250], Progress: 8/19, Train Loss: 4.1833, Train Accuracy: 0.0000
Epoch [3/250], Progress: 9/19, Train Loss: 4.5525, Train Accuracy: 0.0000
Epoch [3/250], Progress: 10/19, Train Loss: 4.5038, Train Accuracy: 0.0000
Epoch [3/250], Progress: 11/19, Train Loss: 4.3184, Train Accuracy: 0.0000
Epoch [3/250], Progress: 12/19, Train Loss: 4.5178, Train Accuracy: 0.0000
Epoch [3/250], Progress: 13/19, Train Loss: 4.3365, Train Accuracy: 0.0000
Epoch [3/250], Progress: 14/19, Train Loss: 4.6700, Train Accuracy: 0.0000
Epoch [3/250], Progress: 15/19, Train Loss: 4.4596, Train Accuracy: 0.0000
