0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74
9.76051182988158e-07,1.05542594610597e-05,0.4158810079097748,0.008891384117305279,0.00015534610429313034,9.87494445325865e-07,0.051676735281944275,0.025848792865872383,1.7661770925769815e-06,7.013772847130895e-05,4.285487739252858e-05,2.7617215891950764e-06,2.686636662474484e-06,1.150964180851588e-05,0.0007891973946243525,8.297206477436703e-07,3.786964589380659e-05,7.787965614625136e-07,0.00017772002320270985,0.00042632597615011036,5.248626621323638e-05,0.0023005050607025623,0.00018880573043134063,0.001423794194124639,1.3868543646822218e-06,0.00019102833175566047,1.2119700841140002e-05,7.052339583424327e-07,0.0008609985234215856,0.00015179830370470881,0.001200895057991147,0.0006983345374464989,2.002433939196635e-05,6.104894964664709e-06,1.6399244486819953e-06,0.015690425410866737,0.0009526535868644714,0.06157969310879707,2.326342212199961e-07,4.4449561755754985e-06,0.26957225799560547,1.732906866891426e-06,0.0010879437904804945,0.12458672374486923,2.6261045604769606e-07,0.00012465682812035084,2.9000766517128795e-05,0.0003260080993641168,7.119265501387417e-05,5.362292722566053e-05,0.00015859835548326373,5.815528766106581e-06,0.00010981671221088618,4.3396309479248885e-07,3.296717113698833e-05,3.947977802454261e-06,5.420529305411037e-06,0.0036247242242097855,0.0006730192108079791,4.581147732096724e-05,1.5798961612745188e-05,1.941547634487506e-05,0.0030907155014574528,0.001087310491129756,5.3337880672188476e-05,1.7466973076807335e-05,0.0024905584286898375,0.0026864574756473303,5.1688334679056425e-06,4.7224104491760954e-05,0.00011702610936481506,7.327400817302987e-05,3.3792200611060252e-06,0.00040947439265437424,1.1236531918257242e-06
2.329415549340297e-10,8.400207640590907e-09,8.393337052090216e-20,4.409068393045924e-14,3.5524963526434306e-10,2.8561846221464293e-09,4.1255582493803216e-15,4.1500687331108566e-09,6.172392024578199e-12,2.0578549083438702e-05,1.494377771314281e-15,2.2602048233011374e-08,4.812764018424787e-07,6.762693516293439e-09,7.19952986116823e-11,1.468615007382823e-09,3.1533147648588056e-07,1.1258516341428049e-10,1.6413596881648118e-07,7.951267422257047e-11,1.3649505525847871e-08,8.893698377148874e-17,2.0481773829045258e-12,1.969164742376961e-08,6.1900189644269925e-19,1.3274192411927288e-08,1.708129637734146e-09,0.04448213428258896,3.1868591004435016e-19,4.482112164055918e-12,6.634509022891699e-13,4.887066825176589e-05,0.08944477885961533,1.7361285742367727e-08,3.2097130509001204e-10,3.986212130779182e-13,2.117265154297004e-15,1.1637354491514373e-12,4.352353398885359e-17,3.7407981752276533e-19,1.4597534202409097e-17,1.107176741781124e-12,9.869360155789764e-07,1.8670336222279546e-15,0.0001461190840927884,1.3052203939878382e-06,4.2961877966263273e-07,2.7295242007916408e-14,6.080046335963833e-20,7.036394578975591e-13,7.914906924311182e-11,1.6276591731883536e-17,1.8739551577162672e-11,3.4944285289384425e-05,2.201972626698118e-19,6.737047443354516e-13,7.160562955599271e-16,1.2116257433122946e-14,0.001011982443742454,2.128240726012587e-12,1.07218020275468e-05,3.970404259816436e-14,1.8257379933398942e-17,0.004790728911757469,1.772957004659927e-18,8.793360137260287e-12,0.7058025002479553,0.12768754363059998,4.5852494090721144e-17,1.0396151204716906e-14,1.0611528296067263e-06,0.026514267548918724,1.1686901514357424e-14,1.0666033689404018e-15,1.6116153897855119e-15
1.0666353190231723e-13,1.0038576957541179e-12,3.613034871285947e-10,2.9643052457117847e-08,1.0210747802830156e-09,1.0024369809442154e-14,4.874117621511687e-06,1.4448104593611788e-05,3.2666456336079164e-18,1.788521694834344e-05,0.000503541377838701,8.10766620507053e-10,6.725797002671285e-11,3.624916122477173e-13,0.004695578943938017,0.00011459191591711715,0.7514291405677795,1.7655108874425202e-13,9.114284576627191e-14,0.04553570598363876,6.613489311746434e-09,4.114776785968388e-08,2.886294215398835e-17,6.607925873147735e-10,2.151036015973773e-10,0.02905454859137535,7.553175432145848e-16,1.5637773298493585e-09,1.593784837439216e-08,0.019327979534864426,2.912110483310748e-11,7.157014624681324e-05,3.1293303948132234e-08,9.857583489943845e-17,2.8457159453312494e-14,5.914604805923318e-09,3.2178201978017593e-16,2.6562298444332555e-05,2.4530577290055207e-14,1.4464867081898092e-09,8.712959242984653e-06,5.703780781018963e-10,2.257353375403892e-12,1.0407202009898864e-11,9.908111830991828e-11,0.0006638669292442501,1.1051459836153299e-07,0.0016731539508327842,2.2649765396565158e-10,1.788413328540628e-08,1.1081783003253745e-16,1.1901140663239662e-11,4.760801128322889e-13,6.32675742308006e-14,3.665979875222547e-06,5.146730344450249e-17,2.6550385374539973e-15,2.0477474154279723e-13,1.0326678938811648e-16,2.132326840055196e-14,3.5378626501362913e-15,3.2493925085363973e-12,6.838201879744155e-12,1.5812223653303699e-15,1.8745199668046553e-06,6.576693522220012e-06,6.7745639827088144e-12,2.5177413931487536e-08,4.94981122756144e-06,0.14681760966777802,3.076696453163663e-09,4.823579036195014e-12,3.4618696798105475e-09,2.185238554375246e-05,1.006911702461366e-06
4.5956527472412745e-09,2.581229455245193e-05,3.524427416579101e-10,1.7954528175323503e-07,9.411131508157197e-15,3.1890326490646714e-10,2.1415513806744e-09,3.848605047096498e-06,1.3480946393917836e-11,3.237319023963181e-10,1.831522133954877e-08,7.67931940259814e-09,4.8845045967027545e-05,1.3809485673033084e-11,1.3954697120066584e-10,7.821536751606573e-10,7.576451271917861e-11,1.4094745814929865e-08,9.801123107555654e-11,1.1355577811400508e-08,1.0982515691684326e-14,7.359332587775214e-11,4.634365335931534e-09,0.0003555965085979551,5.072127162719653e-10,1.1581560363516097e-11,1.7814359200025304e-13,0.0001913716405397281,4.6171295851546185e-15,2.7503480382051748e-08,0.0003142021014355123,1.9448586838222148e-11,2.6436538973939605e-05,9.865942784959003e-11,1.1787871017077123e-06,0.007354262284934521,0.9909842014312744,5.098770543554565e-07,2.8939402341165987e-07,2.063851090028379e-09,2.198246792928238e-11,1.4486350785603008e-08,0.00020704939379356802,0.0003093417617492378,6.585160008398816e-07,2.030396250435329e-14,5.323587538441643e-05,2.4245765395392027e-09,6.133310304079487e-09,1.3172510304748641e-10,3.7123071543881947e-13,2.728854468780906e-13,7.791582490312976e-09,9.142197814071551e-05,2.773280494139385e-10,2.147188524759258e-06,3.105585335561045e-07,3.243574697784169e-17,5.89100157544209e-10,1.1453171581705252e-13,2.540758714530966e-10,6.368528209128865e-13,2.1590327724425873e-15,2.5703599337389797e-14,3.833611483816668e-10,2.7139861913383356e-07,6.233981565554117e-14,2.2966569916465715e-15,9.020661995151613e-11,2.1584598997037574e-08,8.397198236063843e-16,2.852934630936943e-05,3.4786790115148847e-10,2.624830841568837e-08,2.367985529883043e-10
2.2926269593881443e-06,1.6436605520042734e-16,7.127494259942871e-15,2.160925216543319e-09,4.6679926590798e-10,7.11247009917009e-31,0.8352324962615967,4.659988215617583e-13,5.907695810712897e-18,1.0722889590142337e-13,1.723926855217925e-14,1.1433893393905953e-28,3.7865538020774787e-22,2.5827267864402576e-30,7.646334588370049e-30,2.793778688987626e-21,7.887979549051072e-13,3.477821737082962e-25,7.667715420018285e-30,6.777159503536111e-26,7.368005030150993e-16,7.861369469448683e-27,1.8615471780703517e-14,1.3373747638836808e-13,5.136130537160835e-30,1.718478983246674e-12,2.9801596743770247e-23,1.6280511947601578e-19,3.1010491621355675e-17,4.537754329911058e-24,1.0584037118954726e-11,9.561718030045294e-23,5.495540047875845e-33,3.490281287116905e-29,2.661669928619549e-18,4.722870705631266e-11,2.3214870997767534e-11,0.16476216912269592,5.784550537789984e-19,5.987569946794764e-29,3.0765113478992134e-06,2.0229811654035544e-29,2.2991925847741772e-16,1.2257433783247063e-11,3.4552076833801207e-26,1.0963069341229925e-10,1.4714234497589303e-17,3.023332537301672e-20,1.6284726486356537e-35,3.73110389968994e-16,7.204189338936784e-32,4.2324236457853895e-26,8.394855057761222e-20,4.315410189239761e-17,1.5886828776741918e-18,5.394285897606853e-18,2.7859486974756014e-19,6.842972660162219e-23,8.403768503388878e-26,1.7347776563069293e-19,1.0315957265031001e-28,1.618996222487192e-27,7.301913475474621e-24,4.141326107348429e-33,6.584562022620625e-16,2.462377135735274e-31,1.788821630875052e-19,3.550038499875105e-20,9.69229890692146e-17,1.5223460427759478e-19,1.1918354961260556e-14,7.153288107252659e-15,5.548170979238084e-21,2.904214335118962e-30,3.56086529889175e-18
7.683443487840284e-15,2.096162479703345e-11,6.691297471661528e-08,2.9931195326057813e-13,8.271949627669528e-05,8.988126007155478e-17,2.56286275543971e-05,1.6292127152581215e-13,1.5470856881824244e-14,9.874843090074137e-05,1.8947449689221685e-06,7.511125010875e-16,2.890103521085985e-15,1.1772653647629792e-15,1.2949129471806812e-15,1.2378497478340161e-13,0.023613205179572105,8.260945574959701e-16,2.6614740820289987e-14,7.96128120008889e-16,2.4300518194908527e-11,2.057120944602502e-15,3.8356670677098734e-14,4.104272911115148e-12,4.332650618438836e-17,0.4874418079853058,3.3796339309738726e-15,4.6974617634606106e-21,3.176552884960428e-17,2.3079717173129985e-17,8.243690560912065e-13,6.53783124800783e-18,3.3916250761415894e-19,7.429758983610105e-14,4.5947220908646585e-14,1.0725735112625343e-14,2.3281248040518676e-09,4.3651361636420916e-08,3.3253977760864693e-15,1.6480674146202925e-18,3.3672979769111544e-12,3.1514898752706285e-21,3.71497295130287e-16,2.0503901561058234e-16,3.473611418798855e-23,0.4887358248233795,6.814555290601809e-16,9.276681289531034e-20,1.5479893526234306e-21,1.735169274628185e-19,1.3217238501668707e-21,2.5556822621444096e-20,1.3378817934962962e-19,3.068464222380904e-19,7.940253938045547e-18,6.265022273752377e-14,3.47450805653152e-18,1.4894849384340257e-17,2.4326618071610545e-23,1.445128086359269e-19,3.2322508950512904e-20,1.649034957443038e-19,1.7280495759995761e-18,3.1380569952665215e-19,1.098748591882679e-21,2.0296945572989624e-19,2.4214360509176244e-19,2.2424823392920728e-17,6.62651322702601e-11,2.2799011447026645e-16,1.9062511569245544e-09,3.005554789423104e-14,2.9213012433846307e-18,1.2665181561661733e-17,1.3880814900280036e-11
1.7640235938642945e-09,0.0019309609197080135,8.605553034612967e-07,2.516735431168371e-10,4.7705873973402646e-11,1.4327787567491868e-10,3.0084618823922327e-11,1.4802301606664514e-09,0.06823663413524628,4.616536930512893e-09,1.673702842985847e-09,0.0018897312693297863,0.012650901451706886,0.5376155972480774,0.00010702442523324862,1.998149855353404e-05,1.9418069374665947e-09,0.009452839381992817,0.21491944789886475,5.712576012228965e-07,5.412472091848031e-06,2.247609927508165e-06,1.1424061995057855e-05,1.118420023260569e-08,0.0007735122344456613,2.2571437774399072e-11,0.0055245826952159405,2.445467089273734e-06,1.4522652413972992e-08,7.279648411850914e-11,8.219952718491186e-09,2.1354746593260643e-07,3.799836747475638e-07,0.002521996619179845,5.028026066611346e-07,7.944975406737331e-12,1.3157539342500968e-06,6.36298722045403e-11,1.7298377770202933e-06,3.8137177398311906e-06,7.726814327257969e-11,3.77087907565965e-08,7.203152296852977e-09,2.3027268980513327e-09,8.982914550870191e-06,3.569602391451099e-09,2.685180966466305e-09,3.539821409503929e-05,1.8371945316175697e-06,6.237798472197298e-11,0.13697782158851624,2.4098659196170047e-05,1.2648879419430159e-05,0.0013134904438629746,1.2779027258602582e-07,0.0023630759678781033,1.8453150119057682e-07,2.0589550331351347e-05,7.075738039930002e-07,0.0027191133704036474,7.738622684883012e-07,2.8341424762601264e-09,1.7831323475547833e-06,0.0008083298453129828,4.612873139020479e-10,2.2839181838207878e-05,1.9739253787065536e-07,5.198247388094046e-10,1.4638865675209445e-09,1.7016431597127735e-09,2.0125189621467143e-06,1.511955815658439e-06,2.2631004625850437e-08,1.025910478347214e-05,1.74015565845842e-10
1.2212221511820331e-10,1.0095888818019588e-20,6.4605862570539865e-15,2.920336328315898e-07,0.9303346276283264,6.087410984361233e-14,7.237810972793385e-21,8.222796168411151e-07,2.6465468871280305e-24,1.462045588762617e-11,6.296625547352885e-13,3.711552429189017e-19,5.839870826193882e-19,3.959920582391733e-26,1.8080893670521363e-16,1.3111146683137807e-18,2.5124480274030248e-09,2.0898793993573845e-25,1.8453296558440085e-28,3.089997698279614e-17,2.154774351472099e-23,1.123679942937304e-15,1.2984474312082968e-18,3.082415560129448e-06,3.602665039702396e-24,1.053751096796729e-11,6.390966878839795e-24,2.8167328495684596e-14,1.2457853325320567e-11,1.3292510203655183e-08,1.5848091935999342e-11,2.3070754968977994e-15,1.9433655579867724e-17,4.585615470242138e-14,3.151478323822621e-20,6.0214082623133436e-05,2.0685216904351897e-16,0.0665859580039978,2.268849034175649e-22,2.1308232955874473e-09,2.380740937724113e-08,4.634781065809622e-24,1.3098646434173133e-07,5.401653516839966e-13,9.53968457698262e-22,2.3076279410504215e-17,2.2825562950856693e-07,1.4654136517364876e-17,1.9188078758541633e-15,0.0006389947957359254,6.028001569694546e-21,2.9945984288382813e-16,2.162719781040323e-09,1.6831260765907113e-25,0.0007998053333722055,1.7144424872348215e-20,5.443366708883523e-16,6.644962131409415e-27,7.68400463522542e-21,1.531155121320895e-16,1.3876583215832738e-10,7.550057489424944e-06,4.347822858292103e-21,7.506979098409835e-21,0.0008157107513397932,1.2739321263656494e-16,8.099826559583044e-25,3.431991243657139e-22,3.098011754926273e-17,3.4132337844994254e-08,9.176009854691636e-22,7.277780139400649e-16,0.0007524748216383159,3.2410951411799803e-17,9.775885656537753e-10
4.6850883173021884e-09,0.0034000403247773647,1.3346215408868711e-12,6.996196475483885e-07,1.7590741085982131e-09,2.510733049417013e-13,1.6220703599745256e-11,2.4040244794854004e-10,1.8963924180992464e-11,3.2765658242173146e-11,1.5516839202422972e-10,1.494966937786238e-13,5.7670595197123475e-06,6.844498037636147e-17,4.167938780566538e-14,1.7982144939754363e-10,7.414190150711875e-09,2.0376964116053387e-08,1.8725090185612963e-18,4.888910185973233e-14,7.377163044497588e-16,1.0034200473827987e-14,2.4345738438569242e-06,1.1832446944026742e-05,4.839399103673259e-09,1.3309021662522014e-09,1.7488605008608715e-09,1.231280180036265e-07,7.312494328905989e-17,9.327838501604901e-11,0.0009191422141157091,1.7962890069568018e-16,1.5606762104880545e-08,4.58316164967526e-13,4.5168796702910186e-08,3.953005887069594e-07,9.997448069043458e-05,1.889133613985905e-06,1.1044651304636943e-11,1.9529956079130046e-15,2.2259799906110267e-11,1.382764557491937e-15,0.0009499301086179912,0.9727702140808105,1.8072627838705557e-08,4.572670367353204e-11,0.013290018774569035,3.9220105570343666e-13,3.328587490407592e-16,8.312844301805455e-10,2.383675915631117e-16,5.034455200849405e-16,5.697606557560075e-13,0.00010156977805308998,1.0826960833851985e-18,0.006400051526725292,1.0364666422901792e-06,1.3126530433073703e-19,1.2793478299313876e-12,4.276987401632489e-18,2.1318011592108554e-11,2.2775606338507233e-14,6.156073465593092e-16,1.3336455172360766e-18,5.059981877941766e-10,3.2320073538056465e-14,3.236669380795687e-15,1.1168916091397712e-15,1.0281682449875262e-10,3.3316721603782185e-10,4.42844325527483e-15,0.0020429473370313644,1.8610551251185825e-06,9.794400533669201e-14,1.8002654922355532e-11
8.144024121747861e-09,6.920167265889177e-07,1.3337541531655006e-05,4.800921260539326e-07,3.345965637890913e-07,2.791235154120386e-08,0.4437164068222046,2.464741477581356e-08,1.7298866339388042e-07,2.7645000955089927e-08,4.3772334379355016e-07,3.928899786842521e-06,0.00011224220361327752,0.04411083087325096,0.00018304896366316825,3.8161400880198926e-05,3.645640589411414e-08,0.07332713901996613,0.29534217715263367,1.452400738344295e-05,5.150536253495375e-06,0.0007807929650880396,3.6790442692336e-08,2.850884150973343e-08,0.0005934552173130214,7.2966650499495245e-09,0.0007238205289468169,6.711011906190834e-07,4.200008697807789e-05,7.745116903379312e-08,8.401530976698268e-06,5.368451070353331e-07,4.3668180182976357e-07,0.008874231018126011,0.0004608666931744665,1.0339550016169596e-07,2.4810202376102097e-05,8.791958094889196e-08,0.0014453986659646034,0.0034520106855779886,1.6626076515535715e-08,2.4988961740746163e-05,3.0939014550313004e-07,4.235012909248326e-07,0.00044161087134853005,6.291066938501899e-07,4.5032894080421215e-10,5.019913260184694e-06,0.0042414884082973,3.3357810735878957e-08,0.10733422636985779,0.00011671776883304119,1.8838458345271647e-05,0.005693580489605665,2.3597442122991197e-05,1.9957622498623095e-05,2.2654105123365298e-05,0.00016532264999113977,1.9699596975897293e-07,0.007760093547403812,6.907674787726137e-08,5.3972007663105614e-06,0.0003414063830859959,5.1479557441780344e-05,7.157811523939017e-06,0.000154955341713503,1.6922248846640287e-07,3.978630758183499e-09,1.298259235227306e-06,3.6006158552481793e-06,6.803348924222519e-07,1.6693155302505147e-08,3.9660881157033145e-05,0.00024705121177248657,3.5137225040671183e-07
